cell_index	species	dataset_id	sample_id	tissue	cell_type	cell_type_coarse
3586	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3587	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3588	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3589	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3590	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3591	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3592	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3593	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3594	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3595	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3596	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3597	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3598	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3599	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3600	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3601	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3602	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3603	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3604	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3605	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3606	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3607	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3608	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3609	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3610	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3611	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3612	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3613	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3614	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3615	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3616	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3617	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3618	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3619	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3620	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3621	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3622	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3623	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3624	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3625	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3626	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3627	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3628	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3629	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3630	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3631	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3632	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3633	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3634	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3635	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3636	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3637	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3638	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3639	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3640	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3641	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3642	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3643	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3644	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3645	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3646	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3647	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3648	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3649	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3650	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3651	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3652	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3653	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3654	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3655	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3656	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3657	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3658	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3659	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3660	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3661	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3662	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3663	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3664	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3665	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3666	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3667	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3668	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3669	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3670	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3671	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3672	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3673	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3674	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3675	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3676	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3677	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3678	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3679	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3680	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3681	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3682	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3683	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3684	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3685	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3686	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3687	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3688	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3689	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3690	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3691	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3692	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3693	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3694	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3695	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3696	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3697	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3698	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3699	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3700	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3701	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3702	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3703	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3704	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3705	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3706	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3707	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3708	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3709	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3710	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3711	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3712	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3713	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3714	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3715	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3716	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3717	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3718	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3719	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3720	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3721	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3722	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3723	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3724	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3725	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3726	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3727	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3728	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3729	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3730	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3731	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3732	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3733	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3734	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3735	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3736	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3737	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3738	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3739	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3740	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3741	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3742	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3743	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3744	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3745	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3746	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3747	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3748	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3749	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3750	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3751	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3752	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3753	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3754	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3755	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3756	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3757	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3758	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3759	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3760	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3761	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3762	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3763	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3764	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3765	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3766	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3767	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3768	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3769	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3770	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3771	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3772	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3773	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3774	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3775	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3776	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3777	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3778	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3779	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3780	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3781	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3782	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3783	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3784	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3785	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3786	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3787	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3788	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3789	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3790	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3791	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3792	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3793	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3794	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3795	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
3796	Triticum aestivum	wheat_soil_root_atlas	GSM8339904_rep1_filtered_feature_bc_matrix	root	unannotated_root	unannotated_root
